State,City,Category,Alcohol,Hotel Name,Address,Total Rooms
Kerala,Kochi,5 Star,Without Alcohol,MONSOON EMPRESS,"N.H.BY PASS,PALARIVATTOM.KOCHI",48
Kerala,Kochi,5 Star,Without Alcohol,"PORT MUZIRIS, A TRIBUTE PORTFOLIO HOTEL","V.I.P Road Near Cochin International Airport ,Vappalassery P.O. Nedumbassery, ",55
Kerala,Sultan Bathery,5 Star,Without Alcohol,Saptha Resort and Spa,"Kuppadi P.O, Poolavayal, Sulthan Bathery, Wayanad, 673592",63
Kerala,Thekkady,5 Star,Without Alcohol,THE ELEPHANT COURT,"THEKKADY P.O.IDUKKI DISTRICT,KERALA",65
Kerala,Thiruvananthapuram,5 Star,Without Alcohol,The Tamara Trivandrum Project,"Survey no. 1889 & parts, Kadakampally Village, Opposite World Market, Kadakampally, NH bypass, Trivananthapuram",80
Kerala,Thiruvananthapuram,5 Star,Without Alcohol,"Vivanta, Thiruvananthapuram","TC 27823 (1), Extra Police Road, Nandavanam, Palayam, Thiruvananthapuram",108
Kerala,Thrissur,5 Star,Without Alcohol,Blue Serene Resorts,"Karuvanthala Hotels&Resorts (P) Ltd, Theeradesam Road,Thoyakkavu -Post Karuvanthala,Thrissur-District,Kerala,Pin- 680513",28
Kerala,Thrissur,5 Star,Without Alcohol,HYATT REGENCY ,Lulu Inernational Convention Center [P]Ltd. Puzhakkal P.O. Ayyanthole,77
Ladakh,Leh,5 Star,Without Alcohol,The Grand Dragon Ladakh,"Old Road, Sheynam, Leh-Ladakh Leh",76
Maharashtra,Andheri (East),5 Star,Without Alcohol,RADISSON MUMBAI ANDHERI MIDC,"X-22, MIDC CENTRAL ROAD, ANDHERI EAST MUMBAI - 400 093",111
Maharashtra,MUMBAI,5 Star,Without Alcohol,RADISSON MUMBAI ANDHERI MIDC,"X-22, MIDC CENTRAL ROAD, ANDHERI EAST, MUMBAI - 400 093",111
Uttarakhand,Dehradun,5 Star,Without Alcohol,Seyfert Sarovar Premiere ,"Khasra No 270, Haridwar Bypass Road, Dehradun, Uttrakhand , 248001",68
West Bengal,Durgapur,5 Star,Without Alcohol,"FORTUNE PARK PUSHPANJALI- MEMBER ITC'S HOTEL GROUP, A Unit of Ganapati India International Pvt. Ltd.",C71 A SAHID KHUDIRAM SARANI CITY CENTRE Durgapur,89
West Bengal,Kolkata,5 Star,Without Alcohol,Raajkutir IHCL SeleQtions,"89C MOULANA ABUL KALAM AZAD SARANI , BLOCK 1 , KOLKATA - 700 054",33
West Bengal,Siliguri,5 Star,Without Alcohol,COURTYARD BY MARRIOTT SILIGURI,MALLAGURI HILL CART ROAD SILIGURI,130
